id_usuario;id_eval;nombre;edad;genero;estado_relacion;situacion_trabajo;hr_sueno;hr_act_fis;hr_pantalla;apoyo_percibido;estres_laboral;estres_academico;satisfaccion_laboral;estres_financ;hr_trabajo;cambio_emocional;dificultad_concentracion;historial_panico;historial_familiar;diagnostico_previo;tratamiento_previo;uso_sustancias;correo;password
8989;18989;Curro Riquelme Acero;29;Masculino;Divorciado;Empleado;37;101;111;4;5;1;1;4;33;5;8;0;1;1;1;0;curro.riquelme699@outlook.com;Curror1402026
8990;18990;Belén Quiroga-Valdés;28;Otro;Divorciado;Empleado;51;69;111;9;3;8;4;1;47;10;6;1;1;0;0;0;belen.quirogavaldes12@yahoo.com;Belenq463_
8991;18991;Osvaldo Barceló Martí;21;Masculino;Soltero;Desempleado;73;128;27;4;2;1;3;8;59;1;10;1;0;0;0;1;osvaldo.barcelo20@hotmail.com;Osvald6672026
8992;18992;Amílcar de Carballo;20;Masculino;Divorciado;Independiente;41;128;98;5;4;3;8;9;45;3;4;0;1;0;0;0;amilcar.de586@hotmail.com;Amilca331#
8993;18993;Jordi Donaire Busquets;24;Masculino;Soltero;Desempleado;82;14;82;7;5;4;10;6;67;7;1;0;0;0;1;0;jordi.donaire911@gmail.com;Jordid941123
8994;18994;Eusebia Felipa Múñiz Salinas;24;Otro;Casado;Estudiante;37;87;39;5;1;5;1;9;37;6;4;0;1;0;0;1;eusebia.felipa848@yahoo.com;Eusebi943!
8995;18995;Ibán Agustín;36;Masculino;Soltero;Empleado;91;63;101;9;10;4;4;9;33;1;3;1;1;0;1;1;iban.agustin894@outlook.com;Ibanag188123
8996;18996;Matilde Cerezo Valverde;35;Otro;Divorciado;Independiente;62;81;80;7;1;10;5;10;55;8;3;1;1;1;0;0;matilde.cerezo52@outlook.com;Matild864@
8997;18997;Manuel Moles Castejón;25;Masculino;Casado;Desempleado;62;111;64;10;1;4;6;10;59;4;6;1;1;0;1;1;manuel.moles660@yahoo.com;Manuel714@
8998;18998;Gilberto Merino Real;23;Masculino;Soltero;Independiente;81;96;36;1;1;8;2;3;33;5;1;0;0;0;0;0;gilberto.merino837@outlook.com;Gilber124#
8999;18999;Adolfo Buendía Guerra;27;Masculino;Casado;Independiente;75;125;48;8;10;6;9;2;66;2;1;1;0;0;1;0;adolfo.buendia652@hotmail.com;Adolfo347!
9000;19000;Héctor Cuéllar;35;Masculino;Divorciado;Independiente;86;69;90;5;3;1;10;10;41;5;4;0;0;1;1;0;hector.cuellar715@outlook.com;Hector981_
9001;19001;Fabiana Prats Cortés;24;Femenina;Soltero;Empleado;41;92;29;8;5;10;4;5;58;8;1;1;0;1;0;0;fabiana.prats282@outlook.com;Fabian150_
9002;19002;Lidia Gonzalo Pulido;36;Otro;Soltero;Empleado;89;76;62;3;7;3;8;9;54;1;5;0;0;1;1;1;lidia.gonzalo881@yahoo.com;Lidiag771_
9003;19003;Esther Vazquez Morell;32;Femenina;Casado;Independiente;97;94;19;2;4;7;9;6;61;3;3;0;0;0;1;1;esther.vazquez339@gmail.com;Esther531#
9004;19004;Ernesto Recio Jiménez;32;Otro;Casado;Desempleado;92;46;54;7;3;5;9;1;52;2;7;1;0;1;1;1;ernesto.recio79@gmail.com;Ernest387_
9005;19005;Cosme del Castillo;23;Otro;Casado;Independiente;68;78;47;5;5;3;6;7;24;6;7;1;1;1;0;0;cosme.del323@yahoo.com;Cosmed913!
9006;19006;América Arana-Valls;27;Otro;Casado;Empleado;86;34;85;5;2;1;7;10;62;7;9;1;1;0;1;0;america.aranavalls281@gmail.com;Americ687@
9007;19007;Aurelia Pacheco Jaén;34;Femenina;Divorciado;Empleado;76;91;93;2;1;1;6;8;59;10;1;0;0;1;1;0;aurelia.pacheco780@yahoo.com;Aureli939@
9008;19008;Omar Verdú Ramis;36;Masculino;Divorciado;Estudiante;81;134;32;8;6;4;2;3;20;9;7;0;0;1;1;1;omar.verdu937@yahoo.com;Omarve5652026
9009;19009;Bartolomé Rey Zamora;29;Otro;Soltero;Empleado;64;24;11;9;8;6;10;8;41;4;7;0;0;1;0;0;bartolome.rey334@outlook.com;Bartol350@
9010;19010;Jose Manuel Pérez Campo;23;Otro;Soltero;Empleado;36;4;99;6;3;4;8;6;59;1;10;1;0;1;0;1;jose.manuel649@hotmail.com;Josema813@
9011;19011;Tamara Iglesias Mena;33;Femenina;Casado;Independiente;96;125;49;7;3;1;6;7;51;4;2;0;0;1;1;1;tamara.iglesias829@hotmail.com;Tamara639_
9012;19012;Teo Valverde Menéndez;33;Otro;Divorciado;Empleado;62;10;65;6;8;9;2;4;65;6;4;0;0;0;0;1;teo.valverde726@outlook.com;Teoval455#
9013;19013;Roberto Alberola Uriarte;23;Masculino;Casado;Independiente;84;148;109;6;9;9;7;7;52;9;5;1;0;0;1;1;roberto.alberola252@gmail.com;Robert997_
9014;19014;Vito Gracia Portillo;22;Masculino;Casado;Desempleado;92;40;114;6;3;8;3;8;62;3;4;1;1;0;1;1;vito.gracia69@hotmail.com;Vitogr5172026
9015;19015;Melisa Barrio Ripoll;28;Femenina;Soltero;Independiente;37;82;85;3;8;4;5;5;35;1;7;0;0;0;0;0;melisa.barrio331@gmail.com;Melisa402@
9016;19016;Dimas Lisandro Salinas Salamanca;18;Otro;Soltero;Independiente;83;38;42;7;7;1;2;4;36;2;7;1;1;1;1;0;dimas.lisandro811@outlook.com;Dimasl5382026
9017;19017;Geraldo de Diego;23;Otro;Casado;Desempleado;35;107;97;7;2;9;3;7;23;8;1;1;1;0;0;1;geraldo.de41@outlook.com;Gerald7072026
9018;19018;Saturnino Eliseo Méndez Sala;31;Masculino;Divorciado;Empleado;57;93;77;2;7;10;6;3;65;6;8;0;0;0;1;0;saturnino.eliseo962@outlook.com;Saturn153@
9019;19019;Gema Quintero Rosselló;30;Otro;Casado;Estudiante;54;103;43;9;1;1;1;9;49;3;10;0;1;1;0;1;gema.quintero869@outlook.com;Gemaqu7122026
9020;19020;Susanita de Dueñas;27;Femenina;Soltero;Independiente;75;42;23;3;4;2;3;5;63;7;6;1;1;1;1;1;susanita.de644@yahoo.com;Susani155!
9021;19021;Virgilio Juliá Menéndez;25;Otro;Soltero;Estudiante;73;36;60;4;4;9;9;7;35;6;9;1;0;0;0;1;virgilio.julia509@hotmail.com;Virgil666123
9022;19022;José María Oliva Asensio;28;Masculino;Divorciado;Empleado;85;145;115;2;5;7;3;9;36;7;9;0;1;0;1;0;jose.maria591@gmail.com;Josema298_
9023;19023;Teófila Lerma Calvo;35;Femenina;Divorciado;Estudiante;38;59;45;10;2;9;4;10;44;5;10;1;1;1;1;0;teofila.lerma731@yahoo.com;Teofil316_
9024;19024;Priscila Cortina Pintor;29;Femenina;Soltero;Empleado;52;75;22;6;8;2;3;1;58;9;8;1;1;1;1;1;priscila.cortina22@outlook.com;Prisci831123
9025;19025;Dalila Pou Castillo;22;Femenina;Soltero;Desempleado;51;137;29;1;10;3;10;1;63;5;10;0;1;0;0;0;dalila.pou388@yahoo.com;Dalila529#
9026;19026;Mohamed Herrero Malo;24;Otro;Soltero;Empleado;38;137;53;7;3;2;4;1;47;3;1;0;1;0;1;0;mohamed.herrero340@gmail.com;Mohame609!
9027;19027;María Ángeles Mariño-Díez;31;Femenina;Divorciado;Desempleado;37;46;47;4;7;4;5;8;68;3;1;0;1;0;1;0;maria.angeles39@yahoo.com;Mariaa658#
9028;19028;Lara Reina Millán;34;Femenina;Casado;Estudiante;39;105;67;10;10;6;2;5;45;2;9;1;1;0;0;0;lara.reina600@hotmail.com;Larare136!
9029;19029;Ismael Chaves Cases;28;Otro;Divorciado;Estudiante;52;131;26;10;6;7;4;9;48;10;6;1;0;1;1;0;ismael.chaves918@outlook.com;Ismael164_
9030;19030;María Teresa Lumbreras Herrera;34;Femenina;Soltero;Desempleado;89;88;45;1;3;4;8;4;24;4;8;0;1;1;0;1;maria.teresa435@hotmail.com;Mariat647@
9031;19031;Jovita Llamas Arnaiz;27;Femenina;Divorciado;Independiente;61;117;50;10;3;1;1;6;36;10;6;1;1;1;0;0;jovita.llamas417@yahoo.com;Jovita876_
9032;19032;Esmeralda Clavero-Guzmán;27;Otro;Soltero;Empleado;35;102;32;9;7;1;10;5;57;4;4;1;1;1;0;1;esmeralda.claveroguzman347@hotmail.com;Esmera149_
9033;19033;Casemiro Agustí;27;Masculino;Divorciado;Empleado;38;71;83;7;5;1;9;3;60;8;5;1;0;1;1;0;casemiro.agusti686@gmail.com;Casemi351#
9034;19034;Antonio Carmona Aragonés;25;Masculino;Casado;Estudiante;33;68;99;5;4;7;2;7;38;5;9;0;0;0;1;0;antonio.carmona41@outlook.com;Antoni881@
9035;19035;Pía Sevilla Guillén;20;Femenina;Soltero;Estudiante;71;87;13;4;2;7;6;10;31;4;10;1;1;1;0;0;pia.sevilla54@gmail.com;Piasev4982026
9036;19036;Ignacio Báez;34;Masculino;Casado;Independiente;35;110;69;8;7;4;4;4;62;1;6;1;0;0;0;1;ignacio.baez200@gmail.com;Ignaci222!
9037;19037;Azahar Moraleda Arias;21;Otro;Casado;Empleado;85;41;78;1;9;10;7;7;66;4;3;0;1;0;1;0;azahar.moraleda809@outlook.com;Azahar884123
9038;19038;Beatriz Casas-Vilar;36;Femenina;Divorciado;Empleado;91;112;35;8;3;10;2;1;67;6;10;1;0;0;1;0;beatriz.casasvilar820@hotmail.com;Beatri447#
9039;19039;Nacio Saez-Jaume;34;Masculino;Casado;Estudiante;57;42;98;8;10;6;10;4;67;5;10;1;1;0;1;1;nacio.saezjaume530@yahoo.com;Nacios138#
9040;19040;Remedios Solano;28;Femenina;Divorciado;Independiente;58;92;11;10;4;10;6;2;56;7;6;1;0;0;1;1;remedios.solano717@yahoo.com;Remedi417#
9041;19041;Dalila Arco-Bermejo;19;Femenina;Divorciado;Desempleado;45;109;12;1;7;10;3;4;54;4;6;1;1;0;1;1;dalila.arcobermejo451@outlook.com;Dalila8812026
9042;19042;Hugo del Macias;18;Masculino;Divorciado;Estudiante;75;70;42;3;4;7;7;6;32;4;10;0;0;1;0;0;hugo.del763@hotmail.com;Hugode434@
9043;19043;Guadalupe de Sanz;23;Masculino;Soltero;Estudiante;63;124;58;9;2;10;3;2;20;6;7;0;0;1;0;0;guadalupe.de441@hotmail.com;Guadal333!
9044;19044;Luciana Tomás Vicens;36;Otro;Divorciado;Estudiante;50;7;52;6;10;4;2;8;44;6;8;1;0;0;0;1;luciana.tomas349@hotmail.com;Lucian2922026
9045;19045;Pablo Álvaro Cruz Menéndez;29;Masculino;Divorciado;Empleado;80;130;111;2;2;8;5;1;24;8;8;0;1;0;1;1;pablo.alvaro668@hotmail.com;Pabloa671@
9046;19046;Baltasar Montaña;28;Otro;Soltero;Independiente;39;75;101;3;2;4;6;5;49;6;10;1;1;1;1;0;baltasar.montana268@hotmail.com;Baltas655#
9047;19047;Calisto del Dávila;23;Masculino;Casado;Desempleado;87;13;80;8;2;10;7;7;54;4;9;1;1;1;0;0;calisto.del742@yahoo.com;Calist602@
9048;19048;Gala Sánchez Riquelme;20;Femenina;Soltero;Empleado;82;33;12;3;8;9;9;5;41;4;3;1;1;1;1;0;gala.sanchez107@gmail.com;Galasa681_
9049;19049;Miriam Aguilera Díaz;30;Otro;Soltero;Empleado;97;103;42;5;1;8;3;2;57;5;1;1;0;0;1;0;miriam.aguilera201@hotmail.com;Miriam6802026
9050;19050;Fernanda Jover Llanos;30;Femenina;Divorciado;Empleado;97;108;90;7;9;4;5;3;33;5;7;0;0;1;1;1;fernanda.jover844@gmail.com;Fernan742_
9051;19051;Amador Alfaro Azorin;33;Otro;Divorciado;Desempleado;97;44;37;2;2;5;5;4;42;9;2;0;0;0;1;1;amador.alfaro836@outlook.com;Amador587123
9052;19052;Modesta Navas;28;Otro;Divorciado;Empleado;35;17;27;9;1;6;4;9;40;10;4;0;0;1;1;1;modesta.navas416@hotmail.com;Modest875#
9053;19053;Noemí del Escudero;23;Femenina;Soltero;Independiente;58;62;42;10;1;4;2;5;31;8;1;1;0;0;0;1;noemi.del587@outlook.com;Noemid871@
9054;19054;Débora de Matas;22;Femenina;Divorciado;Desempleado;46;147;117;9;2;6;8;9;39;10;10;1;0;0;0;1;debora.de576@hotmail.com;Debora429#
9055;19055;Ximena Belmonte Barroso;24;Femenina;Divorciado;Desempleado;70;143;16;9;2;5;3;7;27;6;6;0;0;1;1;1;ximena.belmonte794@gmail.com;Ximena9392026
9056;19056;Norberto Mayol-Moraleda;19;Otro;Soltero;Empleado;91;126;43;5;8;4;8;8;33;8;10;1;0;1;1;1;norberto.mayolmoraleda598@hotmail.com;Norber830123
9057;19057;Renato Arana;29;Masculino;Soltero;Desempleado;43;80;73;6;7;9;6;2;29;4;3;0;1;1;1;1;renato.arana246@hotmail.com;Renato429@
9058;19058;Javi Guillen Padilla;23;Masculino;Soltero;Empleado;33;104;25;6;5;9;7;1;59;3;10;1;0;1;1;0;javi.guillen32@yahoo.com;Javigu9252026
9059;19059;Valentín Hierro Priego;32;Masculino;Casado;Independiente;80;112;14;8;7;8;3;7;23;7;9;1;0;0;1;0;valentin.hierro65@gmail.com;Valent432123
9060;19060;Carmina Pazos Benitez;31;Femenina;Divorciado;Desempleado;82;50;49;3;1;8;8;5;37;5;7;1;0;0;1;1;carmina.pazos139@hotmail.com;Carmin395123
9061;19061;Ana Sofía Bru Guijarro;19;Otro;Soltero;Independiente;85;18;46;2;5;3;3;1;33;6;2;1;0;1;0;1;ana.sofia267@yahoo.com;Anasof796@
9062;19062;Federico Fajardo-Macias;29;Masculino;Divorciado;Independiente;88;125;30;10;10;2;5;1;47;1;5;1;0;1;1;1;federico.fajardomacias390@outlook.com;Federi495!
9063;19063;Lupe Fiol Sales;23;Otro;Soltero;Estudiante;45;89;102;2;1;9;8;7;49;5;3;1;0;1;0;1;lupe.fiol265@outlook.com;Lupefi5002026
9064;19064;Viviana Miró-Gómez;28;Femenina;Divorciado;Independiente;34;139;118;7;5;3;3;7;32;2;8;1;0;0;0;1;viviana.mirogomez683@outlook.com;Vivian574!
9065;19065;Herminio Gregorio Bilbao Alcalá;36;Masculino;Casado;Desempleado;38;56;36;8;3;8;5;9;41;4;1;0;1;0;1;1;herminio.gregorio695@hotmail.com;Hermin9512026
9066;19066;Adolfo Girona Torrents;21;Masculino;Divorciado;Desempleado;61;126;112;9;7;3;8;3;40;1;8;0;1;0;1;1;adolfo.girona123@hotmail.com;Adolfo230@
9067;19067;Tamara Márquez Alonso;30;Otro;Casado;Independiente;56;46;38;4;3;4;7;4;70;10;10;0;0;0;1;1;tamara.marquez546@hotmail.com;Tamara655@
9068;19068;Feliciano Cordero Herrero;27;Otro;Divorciado;Desempleado;92;97;44;7;1;3;3;4;44;7;1;1;1;0;0;1;feliciano.cordero864@hotmail.com;Felici765@
9069;19069;Gloria Bayo Tolosa;32;Femenina;Soltero;Desempleado;66;17;85;4;3;2;6;10;49;7;3;1;0;1;0;1;gloria.bayo502@yahoo.com;Gloria851_
9070;19070;Rodrigo Arévalo-Burgos;23;Masculino;Soltero;Desempleado;70;126;115;2;9;9;1;4;34;1;10;1;0;1;0;0;rodrigo.arevaloburgos44@outlook.com;Rodrig804#
9071;19071;Amaya Dueñas;36;Femenina;Divorciado;Independiente;99;74;116;3;7;1;5;7;67;3;1;1;1;0;0;0;amaya.duenas923@yahoo.com;Amayad336#
9072;19072;Adora Exposito-Bayona;22;Femenina;Casado;Empleado;71;78;102;9;1;3;5;10;48;5;9;1;1;1;1;0;adora.expositobayona429@yahoo.com;Adorae695#
9073;19073;José Antonio Uriarte Aragón;18;Otro;Divorciado;Independiente;80;115;105;4;7;3;1;6;24;8;6;0;0;0;0;1;jose.antonio905@yahoo.com;Josean535@
9074;19074;Regina Maestre Pera;20;Femenina;Soltero;Desempleado;80;101;97;4;1;10;7;5;60;3;4;0;0;0;1;1;regina.maestre726@outlook.com;Regina885_
9075;19075;Teobaldo Manrique Alcolea;32;Otro;Soltero;Empleado;52;90;99;9;7;8;6;9;59;4;9;0;1;1;1;1;teobaldo.manrique212@hotmail.com;Teobal978123
9076;19076;Jose Luis Font Jove;30;Masculino;Casado;Estudiante;73;22;50;8;3;1;5;8;25;9;2;1;0;0;1;1;jose.luis931@yahoo.com;Joselu322!
9077;19077;Domitila Palacio Valcárcel;21;Otro;Casado;Estudiante;54;44;39;9;8;1;1;1;31;3;10;0;1;0;1;0;domitila.palacio592@gmail.com;Domiti3482026
9078;19078;Manola de Moraleda;20;Otro;Soltero;Desempleado;74;89;89;2;6;5;7;9;62;2;3;1;0;0;0;1;manola.de513@yahoo.com;Manola177123
9079;19079;Inmaculada Vergara Catalá;19;Femenina;Soltero;Independiente;85;108;49;10;4;10;1;6;60;8;7;1;1;1;1;1;inmaculada.vergara852@gmail.com;Inmacu540!
9080;19080;Cristian Lara Alberola;34;Masculino;Soltero;Estudiante;40;111;53;3;7;7;4;9;23;5;7;1;1;1;0;1;cristian.lara882@gmail.com;Cristi7892026
9081;19081;Moisés Agustín Díaz;34;Masculino;Casado;Estudiante;34;98;111;9;6;10;8;3;27;6;9;1;0;0;1;0;moises.agustin104@outlook.com;Moises564!
9082;19082;Jordana Berenguer Pino;34;Otro;Soltero;Estudiante;96;136;78;2;7;1;2;10;62;1;4;1;0;0;1;0;jordana.berenguer75@gmail.com;Jordan5292026
9083;19083;Elpidio Sainz Ibarra;20;Masculino;Casado;Independiente;96;111;99;8;2;7;1;4;68;4;4;1;1;0;1;0;elpidio.sainz375@gmail.com;Elpidi438_
9084;19084;Eufemia de Pardo;28;Femenina;Soltero;Independiente;33;124;106;9;6;9;8;10;69;5;6;0;0;0;0;1;eufemia.de156@hotmail.com;Eufemi278123
9085;19085;Pablo Maestre Rico;36;Masculino;Soltero;Independiente;96;107;51;10;10;1;4;4;32;2;9;0;1;0;0;0;pablo.maestre357@hotmail.com;Pablom538_
9086;19086;Ruben Aristides Blanch Abad;28;Masculino;Casado;Estudiante;88;38;117;4;1;4;5;10;67;4;3;1;0;1;0;0;ruben.aristides637@gmail.com;Rubena551_
9087;19087;Amor Codina Ros;36;Femenina;Casado;Estudiante;82;2;106;10;5;6;4;1;33;1;9;0;0;0;1;1;amor.codina354@outlook.com;Amorco892!
9088;19088;Iván Vilaplana Sarabia;22;Masculino;Casado;Estudiante;73;38;50;5;10;2;7;10;51;5;10;0;0;0;1;1;ivan.vilaplana703@hotmail.com;Ivanvi970!
9089;19089;María Dolores Tenorio-Riera;25;Femenina;Divorciado;Empleado;53;68;107;3;1;2;4;5;33;10;3;0;0;0;0;1;maria.dolores299@yahoo.com;Mariad8342026
9090;19090;Tiburcio Vélez Blázquez;24;Otro;Soltero;Estudiante;68;7;97;9;3;7;5;8;40;4;10;1;1;0;1;0;tiburcio.velez537@outlook.com;Tiburc505123
9091;19091;Clímaco Menendez Alba;19;Otro;Casado;Estudiante;84;139;81;8;6;5;3;5;70;7;4;1;0;0;1;0;climaco.menendez501@outlook.com;Climac308#
9092;19092;Clara Vilar Andreu;32;Femenina;Divorciado;Estudiante;94;91;111;7;2;5;8;2;26;5;1;1;0;1;0;0;clara.vilar241@hotmail.com;Clarav181!
9093;19093;Segismundo Peñas;32;Masculino;Soltero;Independiente;40;24;50;6;8;5;9;8;27;1;9;1;0;1;1;0;segismundo.penas720@hotmail.com;Segism492!
9094;19094;Fabio de Rueda;36;Masculino;Soltero;Independiente;99;81;93;6;7;7;8;10;41;5;5;0;1;1;1;0;fabio.de730@yahoo.com;Fabiod418!
9095;19095;Plácido Villaverde;34;Masculino;Soltero;Empleado;75;117;42;5;8;4;2;4;28;8;10;0;1;1;0;0;placido.villaverde910@yahoo.com;Placid199@
9096;19096;Gonzalo Figueras;30;Masculino;Soltero;Independiente;30;108;29;1;4;4;1;4;28;6;4;0;0;1;1;0;gonzalo.figueras859@yahoo.com;Gonzal1582026
9097;19097;Lola Aliaga-Coca;24;Femenina;Soltero;Independiente;61;16;41;7;5;1;2;10;23;9;6;1;1;1;1;0;lola.aliagacoca440@yahoo.com;Lolaal318123
9098;19098;Edelmiro de Quintanilla;36;Masculino;Casado;Empleado;50;99;12;9;7;2;9;3;45;6;3;1;0;1;0;0;edelmiro.de942@outlook.com;Edelmi342123
9099;19099;Odalis Enríquez-Cabrero;33;Otro;Casado;Desempleado;36;84;81;3;3;5;1;3;26;9;8;0;1;1;0;0;odalis.enriquezcabrero393@outlook.com;Odalis903!
9100;19100;Melisa Rodrigo Girona;26;Femenina;Casado;Estudiante;86;69;96;10;5;1;10;5;63;5;3;0;0;1;0;0;melisa.rodrigo808@hotmail.com;Melisa557!
9101;19101;Alfredo Losada Carretero;21;Masculino;Casado;Empleado;31;52;28;10;10;4;7;9;25;6;8;1;1;1;1;0;alfredo.losada84@yahoo.com;Alfred412123
9102;19102;Paola Mayoral Porcel;18;Femenina;Casado;Desempleado;84;26;74;6;4;9;5;6;25;8;8;0;1;1;0;0;paola.mayoral977@yahoo.com;Paolam127_
9103;19103;Gisela Lobo-Dueñas;30;Femenina;Soltero;Estudiante;38;49;97;4;2;10;2;10;36;7;5;0;1;0;1;0;gisela.loboduenas944@outlook.com;Gisela959@
9104;19104;Aurelio Albino Colomer Romero;19;Otro;Soltero;Empleado;84;39;24;2;3;9;2;3;58;3;9;0;0;1;1;0;aurelio.albino217@outlook.com;Aureli134_
9105;19105;Azucena Huguet Higueras;35;Otro;Soltero;Empleado;56;35;76;10;2;10;9;9;36;9;4;0;0;1;0;0;azucena.huguet634@yahoo.com;Azucen347@
9106;19106;Ámbar Roberta Campoy Torrijos;19;Femenina;Soltero;Independiente;67;42;114;5;1;6;9;8;50;6;6;1;1;1;0;1;ambar.roberta27@hotmail.com;Ambarr916#
9107;19107;Emilia Alma Ariza Esteban;29;Femenina;Casado;Empleado;92;126;55;5;8;8;1;3;53;10;9;0;1;1;1;0;emilia.alma654@outlook.com;Emilia378123
9108;19108;Flavio Rocamora Paredes;21;Otro;Casado;Estudiante;79;88;54;3;2;3;5;10;30;4;7;0;1;0;0;0;flavio.rocamora974@outlook.com;Flavio264123
9109;19109;Cruz Bou Castelló;36;Femenina;Soltero;Desempleado;83;61;20;5;3;2;6;6;21;7;5;0;0;0;1;1;cruz.bou62@hotmail.com;Cruzbo6092026
9110;19110;Rosario Juan Aguilar;34;Masculino;Casado;Independiente;81;57;74;9;3;1;5;3;47;2;3;0;0;1;0;1;rosario.juan506@outlook.com;Rosari3032026
9111;19111;Araceli de Acero;33;Femenina;Casado;Independiente;68;21;81;9;4;7;4;3;64;7;7;0;1;1;0;1;araceli.de438@hotmail.com;Aracel457123
9112;19112;Epifanio Tolosa Arregui;29;Masculino;Divorciado;Empleado;97;132;43;10;8;5;5;8;44;3;2;0;0;1;1;0;epifanio.tolosa744@yahoo.com;Epifan882!
9113;19113;Francisco Gutiérrez Piña;34;Masculino;Casado;Independiente;71;127;106;9;3;1;5;4;38;5;8;1;0;1;0;0;francisco.gutierrez740@outlook.com;Franci636@
9114;19114;Juan Carlos Tamarit;32;Masculino;Soltero;Empleado;61;134;81;9;1;1;3;2;51;4;1;0;0;1;1;0;juan.carlos459@gmail.com;Juanca133_
9115;19115;Amanda Álvaro Sales;25;Femenina;Soltero;Empleado;84;146;95;6;7;8;7;4;55;7;3;1;1;1;1;0;amanda.alvaro955@hotmail.com;Amanda239123
9116;19116;Marita Landa-Folch;35;Femenina;Casado;Desempleado;43;25;66;9;2;1;1;5;58;4;4;1;1;1;1;1;marita.landafolch550@outlook.com;Marita5712026
9117;19117;Inés Iborra Priego;21;Femenina;Divorciado;Independiente;80;8;109;2;1;9;5;2;55;7;8;1;0;0;0;1;ines.iborra245@gmail.com;Inesib929123
9118;19118;Raquel Raya Martí;33;Femenina;Divorciado;Empleado;31;130;103;1;2;3;1;3;58;8;10;1;0;1;0;1;raquel.raya650@outlook.com;Raquel107@
9119;19119;Soraya Grau Domingo;21;Femenina;Soltero;Independiente;66;70;82;7;6;9;10;5;39;6;5;0;0;0;1;0;soraya.grau390@outlook.com;Soraya420#
9120;19120;Reinaldo Morán Lara;18;Otro;Casado;Estudiante;80;123;83;4;8;3;7;6;56;4;1;1;1;1;0;0;reinaldo.moran105@gmail.com;Reinal938@
9121;19121;Valentina Fuertes Roldan;35;Femenina;Casado;Estudiante;55;128;47;4;10;4;9;8;47;2;7;0;0;0;1;0;valentina.fuertes511@outlook.com;Valent331#
9122;19122;Amaya Lerma Gras;34;Femenina;Soltero;Empleado;72;100;16;10;10;5;5;5;55;6;5;0;1;0;0;1;amaya.lerma824@hotmail.com;Amayal737#
9123;19123;Santos de Salvà;36;Otro;Casado;Desempleado;45;130;102;10;1;2;3;10;20;3;1;0;0;0;1;0;santos.de284@hotmail.com;Santos563_
9124;19124;Mar Prat Naranjo;25;Femenina;Casado;Desempleado;99;20;49;10;9;3;1;2;50;8;5;1;1;0;1;0;mar.prat165@outlook.com;Marpra275!
9125;19125;Nando de Hierro;35;Masculino;Divorciado;Desempleado;79;3;95;5;3;8;2;6;39;3;6;1;1;0;1;0;nando.de379@gmail.com;Nandod437!
9126;19126;Chucho Riera-Pol;21;Masculino;Casado;Desempleado;97;81;20;1;8;2;4;9;68;1;1;0;1;0;1;0;chucho.rierapol467@hotmail.com;Chucho732123
9127;19127;Jose Manuel Donaire Zamora;29;Otro;Divorciado;Desempleado;48;9;81;3;1;4;3;3;35;5;6;0;1;0;1;1;jose.manuel918@gmail.com;Josema7382026
9128;19128;Carmela Cano Paredes;29;Femenina;Soltero;Independiente;49;104;101;6;10;9;6;8;44;10;9;0;1;1;1;1;carmela.cano146@outlook.com;Carmel763#
9129;19129;Brunilda Rozas Coloma;20;Otro;Casado;Independiente;97;47;48;4;6;6;1;1;43;6;8;0;1;0;1;1;brunilda.rozas785@gmail.com;Brunil228123
9130;19130;Anna Robles Sanjuan;30;Femenina;Casado;Estudiante;65;88;103;2;10;3;6;2;44;1;2;1;1;0;1;1;anna.robles356@gmail.com;Annaro427!
9131;19131;Manuel Batalla Cabañas;29;Masculino;Casado;Estudiante;47;58;107;3;7;4;7;9;63;2;7;0;1;1;1;0;manuel.batalla161@outlook.com;Manuel251!
9132;19132;María Del Carmen Trini Poza Egea;34;Femenina;Soltero;Estudiante;45;39;70;4;3;9;2;9;33;7;5;1;0;1;0;0;maria.del468@outlook.com;Mariad299@
9133;19133;Chus López-Ayuso;27;Femenina;Soltero;Desempleado;72;54;107;5;3;10;5;2;29;7;4;1;0;0;0;0;chus.lopezayuso777@gmail.com;Chuslo602123
9134;19134;Félix Amador Ribes Amaya;19;Otro;Divorciado;Estudiante;51;73;99;4;2;3;7;6;51;5;5;1;1;0;1;0;felix.amador350@yahoo.com;Felixa247@
9135;19135;Jose Antonio Gomis Terrón;36;Otro;Divorciado;Estudiante;86;30;23;7;3;7;5;4;58;6;6;0;0;0;0;0;jose.antonio222@gmail.com;Josean976!
9136;19136;Angelina Barranco España;28;Femenina;Divorciado;Desempleado;93;31;17;9;2;7;8;6;68;9;8;0;1;1;0;0;angelina.barranco324@outlook.com;Angeli925123
9137;19137;Ainoa Guardia Bonilla;33;Femenina;Soltero;Independiente;58;13;40;1;2;5;4;3;70;6;2;0;1;1;1;0;ainoa.guardia453@outlook.com;Ainoag783@
9138;19138;Óscar Guitart Grande;18;Otro;Divorciado;Empleado;43;48;112;5;5;9;9;4;42;4;3;1;0;0;0;0;oscar.guitart250@yahoo.com;Oscarg2412026
9139;19139;Pío Zaragoza Tapia;19;Masculino;Casado;Estudiante;58;30;57;2;4;8;7;8;53;2;2;1;0;0;1;0;pio.zaragoza48@hotmail.com;Piozar151_
9140;19140;Jose Sanabria Barriga;19;Masculino;Soltero;Independiente;96;74;31;5;9;5;3;3;27;5;4;1;1;1;0;1;jose.sanabria194@hotmail.com;Josesa920123
